model,series,year,bert_proj,real_value
bert,wheat_price,1250,0.5092083215713501,
bert,wheat_price,1275,0.5040477514266968,0.5233829817250214
bert,wheat_price,1300,0.4860474765300751,0.5341398400610814
bert,wheat_price,1325,0.49807947874069214,0.6191790612315609
bert,wheat_price,1350,0.552460789680481,0.582297189318636
bert,wheat_price,1375,0.4500757157802582,0.6520693514636174
bert,wheat_price,1400,0.6274551749229431,0.5856496809838709
bert,wheat_price,1425,0.4441967010498047,0.6273155234605121
bert,wheat_price,1450,0.4548473358154297,0.6257502696370225
bert,wheat_price,1475,0.40943706035614014,0.6482594060610295
bert,wheat_price,1500,0.47766929864883423,0.6286795465160607
bert,wheat_price,1525,0.4374741315841675,0.7280607438894235
bert,wheat_price,1550,0.3200300931930542,1.139951688552016
bert,wheat_price,1575,0.4091036319732666,1.52330444868378
bert,wheat_price,1600,0.4776284098625183,2.2471450607084633
bert,wheat_price,1625,0.31358420848846436,2.6614207956286977
bert,wheat_price,1650,0.5468704700469971,3.1362215998347307
bert,wheat_price,1675,0.2723868489265442,3.0537903702083637
bert,wheat_price,1700,0.4735732972621918,3.0454124650862164
bert,wheat_price,1725,0.7050215005874634,2.8686375144294387
bert,wheat_price,1750,0.468474417924881,2.962123198934135
bert,wheat_price,1775,0.5172998905181885,3.66527510112388
bert,wheat_price,1800,0.48943614959716797,5.199598254290423
bert,wheat_price,1825,0.5250822901725769,5.111532138664069
bert,wheat_price,1850,0.44729891419410706,4.963634845245762
bert,wheat_price,1875,0.3414839208126068,5.212658286333478
bert,wheat_price,1900,0.3733319044113159,4.486978661990179
bert,wheat_price,1925,0.36827006936073303,
bert,coin_supply,1250,0.28207722306251526,
bert,coin_supply,1275,0.08244884014129639,0.5562635280606757
bert,coin_supply,1300,-0.11940032243728638,1.0700070398584025
bert,coin_supply,1325,0.05661448836326599,1.564967888007678
bert,coin_supply,1350,0.2712089717388153,0.8106357839025231
bert,coin_supply,1375,0.0867358148097992,1.633836495648229
bert,coin_supply,1400,-0.01139158010482788,1.2920161523838187
bert,coin_supply,1425,0.14243102073669434,1.8015817684837847
bert,coin_supply,1450,0.22158533334732056,1.1413605745546533
bert,coin_supply,1475,0.020505279302597046,0.8707673495070939
bert,coin_supply,1500,-0.05456545948982239,0.6468431750765942
bert,coin_supply,1525,0.12071946263313293,1.3387840283341206
bert,coin_supply,1550,0.2617906332015991,1.7371616862423598
bert,coin_supply,1575,0.16480112075805664,2.05928642986999
bert,coin_supply,1600,0.1710021197795868,3.504697035537715
bert,coin_supply,1625,0.36359933018684387,4.961170744021279
bert,coin_supply,1650,0.002846449613571167,11.782053984331359
bert,coin_supply,1675,0.16499337553977966,10.896777306553584
bert,coin_supply,1700,0.1381678581237793,11.03372607218966
bert,coin_supply,1725,0.14792966842651367,16.42528366866271
bert,coin_supply,1750,-0.005484044551849365,17.719412768662664
bert,coin_supply,1775,0.31419405341148376,28.052027235329312
bert,coin_supply,1800,0.277665913105011,42.100931632228544
bert,coin_supply,1825,0.22092777490615845,39.666386291143304
bert,coin_supply,1850,-0.007729381322860718,54.189135804560095
bert,coin_supply,1875,0.018169432878494263,102.66089720915504
bert,coin_supply,1900,-0.04823079705238342,124.62340000000002
bert,coin_supply,1925,-0.1229589581489563,148.66866666666667
bert,population,1250,0.5006722807884216,4.225991292798028
bert,population,1275,0.35576194524765015,4.408043667821259
bert,population,1300,0.4915642738342285,4.726440884461951
bert,population,1325,0.35389071702957153,4.27229553513557
bert,population,1350,0.4308021068572998,3.5769555512641085
bert,population,1375,0.2770221531391144,2.4921692969495415
bert,population,1400,0.5718793869018555,2.1099650280039484
bert,population,1425,0.25533539056777954,2.028936712638965
bert,population,1450,0.4448694586753845,1.9250421784595961
bert,population,1475,0.32900553941726685,2.0485504955138785
bert,population,1500,0.41682595014572144,2.203832015617496
bert,population,1525,0.45225220918655396,2.4358972420333953
bert,population,1550,0.4362069070339203,3.030989866666666
bert,population,1575,0.370073527097702,3.4373424666666668
bert,population,1600,0.6388314366340637,4.1327156
bert,population,1625,0.2732410728931427,4.821680866666667
bert,population,1650,0.8179831504821777,5.319954133333334
bert,population,1675,0.6878208518028259,5.164296866666667
bert,population,1700,0.6861637830734253,5.195511466666665
bert,population,1725,0.6541149020195007,5.511904733333333
bert,population,1750,0.8090558648109436,5.9076206
bert,population,1775,0.7706866264343262,6.859756533333333
bert,population,1800,0.7938433885574341,8.6223494
bert,population,1825,0.6027179956436157,12.184922666666667
bert,population,1850,0.6886138319969177,16.597901866666668
bert,population,1875,0.631355345249176,20.981247999999997
bert,population,1900,0.5942298769950867,
bert,population,1925,0.4955313503742218,
bert,wages,1250,0.22574253380298615,37.79041359120478
bert,wages,1275,0.39203396439552307,26.681130481501143
bert,wages,1300,0.21456187963485718,26.763773199955562
bert,wages,1325,0.3736732006072998,27.192400678645047
bert,wages,1350,0.12158817052841187,38.226829788235676
bert,wages,1375,0.28359875082969666,49.1824174758497
bert,wages,1400,-0.050353020429611206,58.156993522897146
bert,wages,1425,0.29941654205322266,62.16937366576375
bert,wages,1450,0.1831062287092209,69.5832042269643
bert,wages,1475,0.35736608505249023,62.49951801232634
bert,wages,1500,0.3993936777114868,62.18326006157476
bert,wages,1525,0.37718749046325684,51.09715701277087
bert,wages,1550,0.06553380191326141,43.53833949482721
bert,wages,1575,0.2805364727973938,44.601476344545866
bert,wages,1600,0.14433804154396057,34.349456206452125
bert,wages,1625,-0.26555919647216797,32.62968332773612
bert,wages,1650,0.12983804941177368,33.87178192292672
bert,wages,1675,-0.10815340280532837,36.52794950528493
bert,wages,1700,0.23343418538570404,38.977209006946744
bert,wages,1725,0.04769888520240784,45.49247614686999
bert,wages,1750,0.3284713327884674,47.54318595522974
bert,wages,1775,-0.13966552913188934,42.49640728284401
bert,wages,1800,0.22745132446289062,47.74247247999312
bert,wages,1825,0.019512683153152466,49.37286118730698
bert,wages,1850,0.36275720596313477,57.36873941186149
bert,wages,1875,0.265616238117218,71.90710116246638
bert,wages,1900,0.4634397029876709,99.44223996410213
bert,wages,1925,0.47245919704437256,108.36272764955793
bert,trade_volume,1250,1.0724787712097168,
bert,trade_volume,1275,1.1094424724578857,35.210292940762095
bert,trade_volume,1300,1.1839468479156494,39.36439948366244
bert,trade_volume,1325,1.0960568189620972,38.193256096065184
bert,trade_volume,1350,1.0527069568634033,36.213771934094424
bert,trade_volume,1375,1.0559618473052979,35.41042996195266
bert,trade_volume,1400,1.0199720859527588,33.00686254130898
bert,trade_volume,1425,1.1322489976882935,36.89750285820155
bert,trade_volume,1450,1.0296447277069092,32.21260246742279
bert,trade_volume,1475,1.1837959289550781,33.59339168166244
bert,trade_volume,1500,1.2002527713775635,42.179931487407195
bert,trade_volume,1525,1.2073519229888916,51.13532287275667
bert,trade_volume,1550,1.1557724475860596,55.11340583087046
bert,trade_volume,1575,1.2396063804626465,50.80068192362296
bert,trade_volume,1600,1.2043466567993164,64.94099222067912
bert,trade_volume,1625,0.9952333569526672,82.46268997153112
bert,trade_volume,1650,1.1684608459472656,77.8423946248724
bert,trade_volume,1675,1.1594257354736328,129.4118139954198
bert,trade_volume,1700,1.210904598236084,159.73582582468853
bert,trade_volume,1725,1.1404509544372559,255.46920220180928
bert,trade_volume,1750,1.3485502004623413,373.3848266713939
bert,trade_volume,1775,0.9750196933746338,453.05791945043774
bert,trade_volume,1800,1.2446024417877197,909.560224053089
bert,trade_volume,1825,1.2452383041381836,1824.4878595134949
bert,trade_volume,1850,1.3614805936813354,5947.791677130077
bert,trade_volume,1875,1.2324860095977783,16993.122041376762
bert,trade_volume,1900,1.34844172000885,29298.269026105565
bert,trade_volume,1925,1.337162733078003,31570.64368247676
