model,coin,rho_vs_cpi,p_vs_cpi,rho_vs_earn,p_vs_earn
macberth,penny,0.38095238095238104,0.3518125531175649,0.19047619047619052,0.6514014957024813
macberth,sixpence,0.7380952380952381,0.03655276105286082,0.04761904761904763,0.9108491685195836
macberth,shilling,0.7380952380952381,0.03655276105286082,-0.14285714285714288,0.7357648598798119
macberth,crown,0.261904761904762,0.5309228615658009,0.19047619047619052,0.6514014957024813
